activity_id,shoes,device,suffer
2325323282,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
425125782,b'\xe2\x80\x94',b'Garmin Forerunner 220',b'\xe2\x80\x94'
1890676351,b'HOKA ONE ONE Clifton 5\n(300.0 mi)',b'\xe2\x80\x94',b'\xe2\x80\x94'
1200335704,b'\xe2\x80\x94',b'Polar V800',b'580'
1324530099,b'\xe2\x80\x94',b'Garmin Forerunner 110',b'\xe2\x80\x94'
2749567499,b'Nike Vaporfly Next%\n(287.6 mi)',b'Garmin f\xc4\x93nix 5',b'375'
132784087,b'Brooks Pure Cadence 3 pink\n(372.4 mi)',b'Garmin Forerunner 620',b'\xe2\x80\x94'
402358619,b'\xe2\x80\x94',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
1890400379,b'Nike Zoom Vaporfly 4% (blue)\n(227.6 mi)',b'Apple Watch Series 2',b'387'
159787575,"b'Brooks Brooks Pure Cadence 3\n(2,364.0 mi)'",b'Garmin Forerunner 10',b'\xe2\x80\x94'
1424781139,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
1221422272,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
2292879218,b'adidas Adizero Boston\n(299.7 mi)',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
555886774,b'\xe2\x80\x94',b'Garmin Forerunner 10',b'\xe2\x80\x94'
946720194,"b'HOKA ONE ONE\n(4,069.7 mi)'",b'Strava iPhone App',b'\xe2\x80\x94'
1524952097,b'\xe2\x80\x94',b'Garmin Forerunner 920XT',b'\xe2\x80\x94'
1512353193,b'\xe2\x80\x94',b'Garmin Forerunner 935',b'\xe2\x80\x94'
2786373580,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
207102588,b'Nike Free Hyperfeel\n(59.1 mi)',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
2326083910,b'Brooks Asteria\n(253.9 mi)',b'Garmin Forerunner 645',b'310'
214905249,b'\xe2\x80\x94',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
2786284523,b'\xe2\x80\x94',b'Garmin Forerunner 230',b'\xe2\x80\x94'
946619836,b'\xe2\x80\x94',b'Garmin Forerunner 220',b'\xe2\x80\x94'
