activity_id,shoes,device,suffer,vaporfly
1424595577,Brooks Glycerin\n(248.8 mi),Garmin Forerunner 235,609,0
1844903566,\xe2\x80\x94,Garmin Forerunner 935,\xe2\x80\x94,0
1512363405,Nike zoom vaporfly 4%\n(292.6 mi),Garmin Forerunner 920XT,\xe2\x80\x94,1
555728912,Saucony Echelon 4\n(846.2 mi),Garmin Forerunner 410,\xe2\x80\x94,0
946988097,Mizuno Wave Rider 20 #4\n(338.3 mi),Garmin f\xc4\x93nix 3,632,0
2758002456,Nike Zoom Vaporfly Next%\n(82.5 mi),Garmin Forerunner 935,228,1
2839018243,Nike Zoom Pegasus Turbo 2\n(508.2 mi),Garmin Forerunner 230,\xe2\x80\x94,0
293102168,"Salomon\n(7,423.1 mi)",Garmin Forerunner 405,\xe2\x80\x94,0
2839148468,\xe2\x80\x94,\xe2\x80\x94,\xe2\x80\x94,0
1526388386,\xe2\x80\x94,Garmin Forerunner 235,\xe2\x80\x94,0
1237072159,\xe2\x80\x94,Garmin Forerunner 910XT,\xe2\x80\x94,0
946672774,\xe2\x80\x94,Garmin Forerunner 310XT,\xe2\x80\x94,0
1512401440,Nike VaporFly 4%\n(182.1 mi),Garmin Forerunner 935,\xe2\x80\x94,1
1221516673,adidas Petrol Ultra Boost\n(547.0 mi),Garmin Forerunner 230,\xe2\x80\x94,0
2748700101,\xe2\x80\x94,Garmin Forerunner 245 Music,519,0
549468692,\xe2\x80\x94,Garmin Forerunner 235,\xe2\x80\x94,0
1263078625,Saucony Kinvara 8\n(339.2 mi),Garmin Forerunner 235,\xe2\x80\x94,0
1221210990,\xe2\x80\x94,Garmin Forerunner 235,346,0
2786104552,\xe2\x80\x94,Garmin f\xc4\x93nix 5X,\xe2\x80\x94,0
739747480,\xe2\x80\x94,Garmin Forerunner 220,\xe2\x80\x94,0
418167718,\xe2\x80\x94,Garmin Forerunner 620,383,0
2292164469,"Saucony Triump ISO 2\n(12,767.9 mi)",Garmin Forerunner 235,\xe2\x80\x94,0
552123202,\xe2\x80\x94,Garmin Forerunner 610,\xe2\x80\x94,0
1524743777,\xe2\x80\x94,Garmin Forerunner 630,\xe2\x80\x94,0
289694930,Nike Zoom Vaporfly 4% Flyknit\n(245.1 mi),Garmin Forerunner 220,\xe2\x80\x94,1
1940893591,\xe2\x80\x94,Suunto,\xe2\x80\x94,0
1946313878,HOKA ONE ONE Arahi2\n(298.9 mi),Garmin f\xc4\x93nix 5,553,0
1512684269,Skechers Mebspeed4\n(344.2 mi),Garmin Forerunner 235,129,0
549483461,\xe2\x80\x94,Garmin Forerunner 220,\xe2\x80\x94,0
1946240131,Nike Inneskoa\n(358.3 mi),Garmin f\xc4\x93nix 5X,\xe2\x80\x94,0
551399981,Mizuno Inspire 12 (Red)\n(422.6 mi),Garmin Forerunner 220,\xe2\x80\x94,0
2292249879,Nike Vaporfly 4% obsidian\n(37.6 mi),Garmin f\xc4\x93nix 5,406,1
739787812,\xe2\x80\x94,Garmin Forerunner 920XT,\xe2\x80\x94,0
549512946,adidas Boston Boost Pink/Brown\n(142.1 mi),Garmin Forerunner 630,\xe2\x80\x94,0
289649325,\xe2\x80\x94,Garmin Forerunner 220,\xe2\x80\x94,0
555308830,Saucony Triumph Iso 2.0\n(743.8 mi),Suunto Ambit3 Peak,676,0
1524633093,\xe2\x80\x94,Garmin Forerunner 620,\xe2\x80\x94,0
1946205024,\xe2\x80\x94,Garmin f\xc4\x93nix 5,\xe2\x80\x94,0
258285511,Barefoot (No Shoes) \xe3\x82\xb8\xe3\x83\xa3\xe3\x82\xac\xe3\x83\xbc\xe3\x82\xa8\xe3\x83\xbc\xe3\x82\xb9\xef\xbc\xa7\xe3\x80\x80\xe3\x83\x9b\xe3\x83\xaf\xe3\x82\xa4\xe3\x83\x88\n(621.9 mi),Suunto Ambit,955,0
2749903981,New Balance 1500V4(red)\n(294.5 mi),Garmin Forerunner 920XT,349,0
1199544498,Nike Zoom Fly\n(455.8 mi),Garmin f\xc4\x93nix 3,\xe2\x80\x94,0
401938116,"Mizuno Wave Rider 18\n(1,836.1 mi)",Garmin Forerunner 620,616,0
2838766039,Nike ZoomX Vaporfly Next%\n(520.9 mi),Garmin Forerunner 235,247,1
401216245,New Balance 860 V4\n(831.3 mi),Garmin v\xc3\xadvoactive,\xe2\x80\x94,0
1891072763,"ASICS Nimbus\n(5,260.4 mi)",Garmin f\xc4\x93nix 3,\xe2\x80\x94,0
1946622012,adidas Boston 2018\n(463.8 mi),Garmin Forerunner 735XT,\xe2\x80\x94,0
2292198314,"adidas Nova\n(2,126.2 mi)",Garmin v\xc3\xadvoactive,\xe2\x80\x94,0
1946604536,\xe2\x80\x94,Garmin Forerunner 630,\xe2\x80\x94,0
946634348,Mizuno Waverider20\n(490.4 mi),Garmin Forerunner 225,301,0
1845092251,adidas Boston 7\n(471.1 mi),Garmin f\xc4\x93nix 3,305,0
739501426,adidas Sequence Boost 7b\n(153.8 mi),Garmin Forerunner 735XT,221,0
739970424,Mizuno Wave Rider 18\n(585.8 mi),Garmin Forerunner 610,\xe2\x80\x94,0
1524794288,\xe2\x80\x94,Garmin Forerunner 235,445,0
1525525200,"Brooks Adrenalin\n(5,933.7 mi)",Garmin f\xc4\x93nix 3,\xe2\x80\x94,0
1262949133,\xe2\x80\x94,Garmin Forerunner 735XT,\xe2\x80\x94,0
549553452,Saucony Virrata 2\n(163.9 mi),Suunto Ambit3 Sport,\xe2\x80\x94,0
549512539,\xe2\x80\x94,\xe2\x80\x94,\xe2\x80\x94,0
2325307970,\xe2\x80\x94,Garmin Forerunner 235,218,0
293760569,\xe2\x80\x94,Garmin Forerunner 310XT,\xe2\x80\x94,0
556199806,Saucony Ride\n(300.2 mi),Garmin Forerunner 620,\xe2\x80\x94,0
293244371,\xe2\x80\x94,Garmin Forerunner 620,\xe2\x80\x94,0
1263286459,\xe2\x80\x94,Garmin Forerunner 225,\xe2\x80\x94,0
168459445,\xe2\x80\x94,Garmin Forerunner 205,\xe2\x80\x94,0
1845108440,\xe2\x80\x94,Garmin Forerunner 935,596,0
401443701,Brooks Adrenaline GTS\n(177.1 mi),Garmin Forerunner 620,\xe2\x80\x94,0
401176591,adidas Boston Boost Berlin\n(331.6 mi),Garmin Forerunner 620,\xe2\x80\x94,0
389759933,\xe2\x80\x94,GPX,\xe2\x80\x94,0
946498530,New Balance Vazee v2 (black/white)\n(562.2 mi),TomTom,\xe2\x80\x94,0
2838845204,\xe2\x80\x94,\xe2\x80\x94,\xe2\x80\x94,0
292989811,\xe2\x80\x94,Garmin Forerunner 920XT,\xe2\x80\x94,0
1890976094,\xe2\x80\x94,Garmin Forerunner 735XT,\xe2\x80\x94,0
1890412061,New Balance - NB Zante V3 Black\n(319.1 mi),Garmin Forerunner 235,491,0
