activity_id,shoes,device,suffer
401162806,"b'adidas boost\n(1,287.7 mi)'",b'Strava iPhone App',b'\xe2\x80\x94'
427622484,b'\xe2\x80\x94',b'Garmin Forerunner 920XT',b'\xe2\x80\x94'
1845651268,"b'adidas Adizero Adios 3 Herr White UK 8,5\n(668.5 mi)'",b'Garmin Forerunner 735XT',b'\xe2\x80\x94'
1946143886,"b'Saucony kinvara 6\n(7,658.5 mi)'",b'Garmin Forerunner 235',b'\xe2\x80\x94'
2748855183,b'\xe2\x80\x94',b'Garmin Forerunner 945',b'\xe2\x80\x94'
206608445,b'Saucony A5 White/Red (September 2014)\n(415.0 mi)',b'Garmin Forerunner 310XT',b'382'
1890483333,b'New Balance 1500v4\n(341.0 mi)',b'Garmin Forerunner 230',b'\xe2\x80\x94'
1232347950,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
1199849114,"b'ASICS 20\n(2,056.1 mi)'",b'Polar V800',b'499'
304760548,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
1946230213,b'\xe2\x80\x94',b'Garmin Forerunner 645',b'\xe2\x80\x94'
2749654811,b'Nike Vaporfly Next% Electric Green\n(182.3 mi)',b'Garmin f\xc4\x93nix 3',b'236'
1221524599,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
550084970,b'\xe2\x80\x94',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
2839325631,b'Nike Next%\n(376.2 mi)',b'Garmin Forerunner 35',b'\xe2\x80\x94'
425713831,"b'Brooks PureCadence\n(1,068.8 mi)'",b'Garmin Forerunner 210',b'\xe2\x80\x94'
292924039,b'ASICS GT2000 Black\n(960.4 mi)',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
549580363,b'\xe2\x80\x94',b'Garmin Forerunner 920XT',b'\xe2\x80\x94'
430822631,b'\xe2\x80\x94',b'Garmin Forerunner 305',b'\xe2\x80\x94'
291134814,b'Saucony Ride 7\n(658.5 mi)',b'Strava iPhone App',b'\xe2\x80\x94'
946881153,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 3',b'321'
2749147809,b'Nike Pegasus 35 Turbo\n(296.2 mi)',b'Polar Vantage V',b'514'
2748765820,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
2786384683,b'\xe2\x80\x94',b'Garmin Forerunner 645 Music',b'276'
2839226241,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
2292127991,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
991235327,b'\xe2\x80\x94',b'Garmin Forerunner 920XT',b'\xe2\x80\x94'
1221456309,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 3',b'425'
1844964684,b'New Balance 1500v7\n(480.5 mi)',b'Polar V800',b'402'
1845662633,b'\xe2\x80\x94',b'Garmin Forerunner 220',b'\xe2\x80\x94'
446865148,b'\xe2\x80\x94',b'Garmin Forerunner 110',b'\xe2\x80\x94'
2750048789,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'443'
739608092,"b'Brooks Ghost\n(5,986.7 mi)'",b'Garmin Forerunner 225',b'484'
739832977,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 3',b'\xe2\x80\x94'
1223161306,b'\xe2\x80\x94',b'Garmin Forerunner 230',b'\xe2\x80\x94'
1512351638,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
424662231,b'Nike Lunartempo (red)\n(132.1 mi)',b'Strava iPhone App',b'\xe2\x80\x94'
290387820,"b'ASICS 2000 v2\n(6,810.5 mi)'",b'Suunto Ambit2 S',b'\xe2\x80\x94'
549565280,b'New Balance 1400BB3\n(312.7 mi)',b'TomTom',b'\xe2\x80\x94'
401313670,b'Mizuno Wave Rider 18\n(440.5 mi)',b'Garmin Forerunner 920XT',b'\xe2\x80\x94'
1224068193,b'\xe2\x80\x94',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
293309488,b'ASICS Gel Hyperspeed 6\n(265.8 mi)',b'\xe2\x80\x94',b'\xe2\x80\x94'
2838945147,b'Nike ZoomX Vaporfly Next% Pink\n(47.2 mi)',b'Garmin f\xc4\x93nix 3',b'\xe2\x80\x94'
2293880617,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
555241380,b'ASICS ds racer 10\n(337.9 mi)',b'Garmin Forerunner 235',b'\xe2\x80\x94'
960790537,b'\xe2\x80\x94',b'Garmin Forerunner 630',b'\xe2\x80\x94'
946753870,b'Altra One 2.5\n(210.3 mi)',b'Garmin Forerunner 220',b'461'
1512487344,b'HOKA ONE ONE Tracer 2\n(343.4 mi)',b'Garmin Forerunner 935',b'338'
200707856,b'ASICS GT   2000\n(625.1 mi)',b'Garmin Forerunner 910XT',b'475'
549537093,b'\xe2\x80\x94',b'Garmin Forerunner 225',b'\xe2\x80\x94'
879866966,b'\xe2\x80\x94',b'Suunto Spartan Sport',b'854'
2292279927,b'Nike Vaportfly Next%\n(107.0 mi)',b'Garmin Forerunner 235',b'228'
1199095406,b'\xe2\x80\x94',b'Garmin Forerunner 220',b'\xe2\x80\x94'
1524546472,"b'adidas Boston 6\n(2,068.0 mi)'",b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
2749175831,b'\xe2\x80\x94',b'Garmin Forerunner 230',b'\xe2\x80\x94'
555276161,"b'Saucony Ignition 5\n(1,000.1 mi)'",b'Garmin v\xc3\xadvoactive',b'\xe2\x80\x94'
2292542239,b'Nike Vaporfly 4% Flynit\n(112.1 mi)',b'Garmin Forerunner 935',b'393'
946508053,b'HOKA ONE ONE Tracers\n(203.9 mi)',b'Garmin Forerunner 225',b'177'
1849508965,"b'Action\n(5,091.1 mi)'",b'Garmin Forerunner 735XT',b'287'
1946319655,b'ASICS FuzeX bleu\n(433.1 mi)',b'Garmin Forerunner 920XT',b'1295'
949802330,b'\xe2\x80\x94',b'Suunto Ambit2 R',b'\xe2\x80\x94'
1221351394,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
2325827639,b'Nike 4%\n(197.7 mi)',b'Suunto 9',b'364'
1890549121,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
1946330482,b'Brooks Ravenna 9\n(486.3 mi)',b'Garmin Forerunner 230',b'\xe2\x80\x94'
739634187,b'\xe2\x80\x94',b'Garmin Forerunner 220',b'\xe2\x80\x94'
133260026,b'\xe2\x80\x94',b'Garmin Forerunner 405',b'\xe2\x80\x94'
2325940954,b'\xe2\x80\x94',b'Garmin Forerunner 735XT',b'319'
401243403,b'\xe2\x80\x94',b'Garmin Forerunner 920XT',b'\xe2\x80\x94'
1846252044,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 5S',b'\xe2\x80\x94'
1262944402,b'Nike Flyknit Racer BETRUE\n(119.0 mi)',b'Garmin f\xc4\x93nix 3',b'334'
1525626172,b'Nike Zoom Pegasus 34\n(607.8 mi)',b'TomTom',b'\xe2\x80\x94'
1845487098,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 3',b'\xe2\x80\x94'
2325204244,b'\xe2\x80\x94',b'Garmin Forerunner 645',b'\xe2\x80\x94'
879824003,b'adidas adios boost\n(843.7 mi)',b'TomTom',b'239'
293107577,b'\xe2\x80\x94',b'Garmin Forerunner 620',b'691'
550708296,b'\xe2\x80\x94',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
215747073,"b'ASICS GT  2160 Royal Blue\n(5,641.1 mi)'",b'Garmin Forerunner 620',b'\xe2\x80\x94'
2839152400,b'\xe2\x80\x94',b'Garmin Forerunner 920XT',b'\xe2\x80\x94'
741004116,b'\xe2\x80\x94',b'TomTom',b'\xe2\x80\x94'
1946551402,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 5S',b'\xe2\x80\x94'
1429595230,b'\xe2\x80\x94',b'TomTom',b'\xe2\x80\x94'
2786236905,b'New Balance FuelCell Rebel\n(387.4 mi)',b'COROS APEX',b'451'
2326474538,b'\xe2\x80\x94',b'Garmin Forerunner 230',b'\xe2\x80\x94'
4505536562,"b'Saucony Guide ISO 2\n(11,481.2 mi)'",b'Garmin Forerunner 610',b'\xe2\x80\x94'
1946354645,b'\xe2\x80\x94',b'Garmin Forerunner 35',b'248'
1514356986,b'\xe2\x80\x94',b'Garmin Forerunner 15',b'\xe2\x80\x94'
959716169,b'\xe2\x80\x94',b'Garmin Forerunner 310XT',b'\xe2\x80\x94'
289365521,b'ASICS\n(395.4 mi)',b'Garmin Forerunner 10',b'\xe2\x80\x94'
2789683628,b'\xe2\x80\x94',b'Garmin Forerunner 225',b'\xe2\x80\x94'
555719767,b'New Balance Zante\n(315.3 mi)',b'Garmin Forerunner 220',b'\xe2\x80\x94'
1524560785,"b'ASICS Cumulus\n(1,515.9 mi)'",b'Garmin Forerunner 935',b'\xe2\x80\x94'
2292428403,b'\xe2\x80\x94',b'TomTom',b'\xe2\x80\x94'
1845390968,b'\xe2\x80\x94',b'Garmin Forerunner 935',b'\xe2\x80\x94'
2292636503,b'Saucony Fastwitch 8\n(260.7 mi)',b'Garmin Forerunner 230',b'199'
1262892030,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 5',b'\xe2\x80\x94'
1946377526,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
879826248,"b'Nike lunarglide\n(18,014.9 mi)'",b'Garmin Forerunner 235',b'317'
555338278,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 3',b'775'
1890844852,b'adidas boston 6 bleu\n(636.4 mi)',b'Suunto Spartan Ultra',b'\xe2\x80\x94'
549430635,b'ASICS Hyperspeed 6\n(354.3 mi)',b'Garmin Forerunner 225',b'\xe2\x80\x94'
1946451683,b'\xe2\x80\x94',b'Garmin Forerunner 35',b'\xe2\x80\x94'
643103912,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
2749163231,b'Nike VaporFly 4%\n(88.6 mi)',b'Garmin Forerunner 235',b'255'
2786356926,b'Nike 2018 Zoom Vaporfly 4%\n(247.2 mi)',b'Garmin Forerunner 645 Music',b'334'
1946336962,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'435'
1950365743,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
2749200147,"b'adidas Boston\n(1,542.9 mi)'",b'Garmin f\xc4\x93nix 3',b'399'
411102675,b'ASICS Gel Lyte 33\n(490.5 mi)',b'GPX',b'\xe2\x80\x94'
555645445,b'\xe2\x80\x94',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
1890507671,b'Brooks Launch\n(637.2 mi)',b'Garmin Forerunner 225',b'353'
946578285,b'Nike Zoom Pegasus 32\n(627.1 mi)',b'Polar M400',b'594'
1263139318,b'adidas Adizero Boston\n(559.2 mi)',b'Garmin Forerunner 735XT',b'\xe2\x80\x94'
2786056306,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 5X',b'294'
1262905473,b'Nike Zoom Fly\n(524.9 mi)',b'Suunto Spartan Ultra',b'\xe2\x80\x94'
549790767,b'New Balance 1400v4\n(173.4 mi)',b'Garmin Forerunner 620',b'\xe2\x80\x94'
1526898482,b'\xe2\x80\x94',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
2786381995,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 5X',b'532'
267584363,b'\xe2\x80\x94',b'Garmin Forerunner 620',b'294'
1845350372,b'\xe2\x80\x94',b'Garmin Forerunner 230',b'372'
1543496769,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'311'
196058305,b'\xe2\x80\x94',b'Garmin Forerunner 610',b'\xe2\x80\x94'
1512476107,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'215'
550354185,b'\xe2\x80\x94',b'Garmin Forerunner 620',b'\xe2\x80\x94'
1512579790,b'\xe2\x80\x94',b'Garmin Forerunner 920XT',b'\xe2\x80\x94'
424697353,b'\xe2\x80\x94',b'Garmin v\xc3\xadvoactive',b'\xe2\x80\x94'
549665008,b'adidas BOSTON BOOST\n(465.3 mi)',b'Garmin Forerunner 310XT',b'\xe2\x80\x94'
401172207,b'ASICS Gel Excell33\n(344.0 mi)',b'Garmin Forerunner 220',b'\xe2\x80\x94'
555272471,b'adidas Ultra Boost ST\n(539.4 mi)',b'Garmin Forerunner 230',b'\xe2\x80\x94'
202275879,b'adidas boost\n(767.1 mi)',b'Garmin Forerunner 910XT',b'496'
640022732,b'\xe2\x80\x94',b'GPX',b'327'
1845422644,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
1524565675,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'712'
215743530,b'\xe2\x80\x94',b'Garmin Forerunner 620',b'\xe2\x80\x94'
2840081829,b'\xe2\x80\x94',b'Garmin Instinct',b'175'
2292411303,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
879830755,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
206755825,b'\xe2\x80\x94',b'Suunto Ambit2',b'\xe2\x80\x94'
411244096,b'\xe2\x80\x94',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
739840888,b'Nike Flyknit Lunar 3 - Crimson Red\n(407.3 mi)',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
214775626,b'\xe2\x80\x94',b'Strava iPhone App',b'\xe2\x80\x94'
1226700315,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 3',b'195'
293012087,b'\xe2\x80\x94',b'Garmin Forerunner 610',b'\xe2\x80\x94'
717248070,b'\xe2\x80\x94',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
2292493803,b'\xe2\x80\x94',b'Garmin Forerunner 935',b'\xe2\x80\x94'
946500256,"b'adidas Glide Supernova\n(1,716.1 mi)'",b'Garmin v\xc3\xadvoactive',b'\xe2\x80\x94'
1891208623,"b'ASICS GT2000\n(5,275.9 mi)'",b'Garmin Forerunner 920XT',b'\xe2\x80\x94'
1512387939,b'Brooks Launch\n(379.8 mi)',b'Garmin v\xc3\xadvoactive HR',b'601'
2325348722,b'Nike Vaporfly 4% Flyknit\n(155.4 mi)',b'Garmin v\xc3\xadvoactive HR',b'\xe2\x80\x94'
1368685679,b'\xe2\x80\x94',b'Garmin Forerunner 35',b'\xe2\x80\x94'
1890692048,b'Nike Zoom Fly Flyknit\n(338.0 mi)',b'Garmin Forerunner 220',b'\xe2\x80\x94'
1221397091,b'adidas Adios 3 Aktiv\n(51.9 mi)',b'TomTom',b'\xe2\x80\x94'
1890753563,b'\xe2\x80\x94',b'Garmin Forerunner 735XT',b'\xe2\x80\x94'
2065695333,b'Nike Test\n(260.6 mi)',b'\xe2\x80\x94',b'\xe2\x80\x94'
1262942141,b'adidas Adizero Boston Boost\n(427.9 mi)',b'Garmin Forerunner 235',b'\xe2\x80\x94'
2786108554,b'Brooks Hyperion\n(278.7 mi)',b'Garmin Forerunner 645 Music',b'344'
3653708864,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
1263007871,b'adidas adios Boost (Blue)\n(109.8 mi)',b'Garmin Forerunner 630',b'\xe2\x80\x94'
1890344359,"b'Brooks Ghost 10\n(1,333.9 mi)'",b'Garmin Forerunner 235',b'\xe2\x80\x94'
2838812455,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 5 Plus',b'\xe2\x80\x94'
1946450803,b'\xe2\x80\x94',b'Garmin Forerunner 645 Music',b'\xe2\x80\x94'
555526556,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 3',b'\xe2\x80\x94'
411865262,b'Saucony kinvara 6\n(113.2 mi)',b'Garmin Forerunner 610',b'\xe2\x80\x94'
217952808,b'\xe2\x80\x94',b'Garmin Forerunner 220',b'\xe2\x80\x94'
296959725,b'\xe2\x80\x94',b'Garmin Forerunner 305',b'\xe2\x80\x94'
290800527,b'\xe2\x80\x94',b'Garmin Forerunner 410',b'\xe2\x80\x94'
2292324768,b'adidas Adios 4 v2\n(412.1 mi)',b'Garmin Forerunner 630',b'429'
289275604,b'HOKA ONE ONE Clifton\n(517.4 mi)',b'Garmin Forerunner 620',b'\xe2\x80\x94'
200442529,b'\xe2\x80\x94',b'Strava iPhone App',b'\xe2\x80\x94'
475613298,b'\xe2\x80\x94',b'GPX',b'\xe2\x80\x94'
289354500,b'Saucony Kinvara 5 (coral)\n(192.4 mi)',b'TomTom',b'\xe2\x80\x94'
201221905,b'\xe2\x80\x94',b'Garmin Forerunner 610',b'\xe2\x80\x94'
206744925,b'\xe2\x80\x94',b'Garmin Forerunner 620',b'\xe2\x80\x94'
1946283945,b'Nike Vaporfly 4% Flyknit crimson\n(89.7 mi)',b'Garmin Forerunner 235',b'\xe2\x80\x94'
295309504,b'\xe2\x80\x94',b'Garmin Forerunner 620',b'\xe2\x80\x94'
1221585421,b'\xe2\x80\x94',b'Garmin Forerunner 620',b'\xe2\x80\x94'
1946447748,b'Nike VaporFly 4%\n(280.7 mi)',b'Garmin Forerunner 235',b'535'
550701699,b'Saucony Kinvara 5 (Blue)\n(83.8 mi)',b'TomTom',b'\xe2\x80\x94'
448060300,b'\xe2\x80\x94',b'Garmin Forerunner 920XT',b'\xe2\x80\x94'
946631957,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
2292263048,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
946571379,b'New Balance 1500v3 Lime\n(235.9 mi)',b'Garmin Forerunner 220',b'168'
424740453,b'Saucony Type A5\n(458.5 mi)',b'Garmin Forerunner 220',b'\xe2\x80\x94'
1262920630,b'\xe2\x80\x94',b'Garmin v\xc3\xadvoactive HR',b'\xe2\x80\x94'
1221385041,b'\xe2\x80\x94',b'Garmin Forerunner 220',b'\xe2\x80\x94'
2292232785,b'\xe2\x80\x94',b'Garmin Forerunner 220',b'\xe2\x80\x94'
2325612857,b'\xe2\x80\x94',b'Garmin Forerunner 935',b'\xe2\x80\x94'
426430338,b'Mizuno Wave Rider 18\n(381.0 mi)',b'\xe2\x80\x94',b'772'
1199326150,b'\xe2\x80\x94',b'Garmin Forerunner 35',b'\xe2\x80\x94'
1946347776,b'Nike Vaporfly 4% Navy\n(217.5 mi)',b'Garmin f\xc4\x93nix 5 Plus',b'\xe2\x80\x94'
1199268417,b'ASICS Kayano 24\n(368.3 mi)',b'Suunto Ambit3 Peak',b'\xe2\x80\x94'
1890465768,b'adidas Adizero Adios 3 (white)\n(441.7 mi)',b'Fitbit Ionic',b'\xe2\x80\x94'
555274927,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
1892889406,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 3',b'592'
1946218457,"b'adidas adios boost 3\n(2,545.8 mi)'",b'Garmin Forerunner 630',b'315'
550731248,b'New Balance 870v4\n(350.4 mi)',b'TomTom',b'\xe2\x80\x94'
2786288580,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
1845412700,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 3',b'428'
139778184,b'Brooks Pure Connect III #1 fluro\n(427.8 mi)',b'Garmin Forerunner 910XT',b'1033'
549780088,"b'adidas Ultra Boosts\n(2,265.8 mi)'",b'Garmin Forerunner 220',b'\xe2\x80\x94'
132938854,b'Newton Elite Racer\n(201.5 mi)',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
293263938,b'\xe2\x80\x94',b'Garmin Forerunner 620',b'\xe2\x80\x94'
1424631442,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
556365204,b'\xe2\x80\x94',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
2839046863,b'Nike Vaporfly Next%\n(447.9 mi)',b'Garmin Forerunner 935',b'269'
401423750,b'\xe2\x80\x94',b'Strava Android App',b'\xe2\x80\x94'
2841867788,b'\xe2\x80\x94',b'Garmin Forerunner 935',b'\xe2\x80\x94'
132763934,b'Salomon SLAB 6\n(313.8 mi)',b'Garmin Forerunner 610',b'367'
946594477,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'529'
2786474628,b'Nike Vaporfly Next%\n(357.7 mi)',b'Polar Vantage M',b'307'
2786136461,"b""Nike 4% 2's\n(37.9 mi)""",b'Garmin Forerunner 235',b'212'
413298302,b'\xe2\x80\x94',b'Garmin Forerunner 410',b'\xe2\x80\x94'
2748714042,b'adidas Adizero Boston 7\n(859.6 mi)',b'Garmin Forerunner 935',b'\xe2\x80\x94'
411045648,b'Newton Distance Elite\n(106.9 mi)',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
739972384,b'\xe2\x80\x94',b'Garmin Forerunner 910XT',b'\xe2\x80\x94'
1263190616,b'\xe2\x80\x94',b'Garmin Forerunner 735XT',b'293'
555284518,b'\xe2\x80\x94',b'Garmin Forerunner 220',b'\xe2\x80\x94'
2749424936,b'\xe2\x80\x94',b'Suunto',b'\xe2\x80\x94'
424803852,"b'Merrell Vapor Glove 2\n(1,849.1 mi)'",b'Garmin f\xc4\x93nix 3',b'568'
364053288,b'\xe2\x80\x94',b'GPX',b'\xe2\x80\x94'
1221377398,b'\xe2\x80\x94',b'Garmin Forerunner 610',b'\xe2\x80\x94'
946610368,b'\xe2\x80\x94',b'Garmin Forerunner 225',b'\xe2\x80\x94'
402164253,b'\xe2\x80\x94',b'Garmin Forerunner 620',b'543'
438312200,b'Mizuno Wave\n(339.2 mi)',b'Garmin Forerunner 610',b'\xe2\x80\x94'
555960598,b'\xe2\x80\x94',b'Garmin Forerunner 620',b'375'
556647803,b'\xe2\x80\x94',b'Garmin Forerunner 310XT',b'\xe2\x80\x94'
1946369576,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 5X Plus',b'265'
549578807,b'New Balance Pace V1\n(608.2 mi)',b'Garmin Forerunner 620',b'\xe2\x80\x94'
1890392267,b'Nike VaporFly 4%\n(133.1 mi)',b'Garmin Forerunner 235',b'199'
549369330,b'\xe2\x80\x94',b'Suunto Ambit3 Peak',b'662'
2325384918,b'Nike VaporFly 4%\n(495.2 mi)',b'Garmin Forerunner 235',b'\xe2\x80\x94'
1212438006,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'\xe2\x80\x94'
451482388,b'adidas Takumi Sen\n(132.8 mi)',b'GPX',b'285'
289363891,b'\xe2\x80\x94',b'Garmin Forerunner 910XT',b'364'
946651916,b'New Balance MZANTEV2\n(416.7 mi)',b'Garmin Forerunner 410',b'\xe2\x80\x94'
214864264,b'\xe2\x80\x94',b'Garmin Forerunner 620',b'\xe2\x80\x94'
946736155,b'New Balance Fresh Foam Zante v2 - Black and pink\n(421.4 mi)',b'TomTom',b'\xe2\x80\x94'
308896321,b'adidas Energy Boost 2\n(802.9 mi)',b'Garmin Forerunner 220',b'\xe2\x80\x94'
1845526706,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 5X',b'170'
2325328791,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
201092539,b'\xe2\x80\x94',b'Garmin Forerunner 410',b'\xe2\x80\x94'
1424580537,b'\xe2\x80\x94',b'Garmin Forerunner 230',b'\xe2\x80\x94'
427026661,b'adidas [ago-15] Adizero Boston Boost 5\n(334.6 mi)',b'Garmin Forerunner 405',b'\xe2\x80\x94'
1946280235,b'\xe2\x80\x94',b'Garmin Forerunner 935',b'\xe2\x80\x94'
1527222743,b'adidas Boston 6\n(670.4 mi)',b'Garmin f\xc4\x93nix 3',b'\xe2\x80\x94'
739774124,"b'Saucony Guide\n(6,263.3 mi)'",b'Garmin v\xc3\xadvoactive',b'\xe2\x80\x94'
1890729898,b'\xe2\x80\x94',b'Garmin f\xc4\x93nix 5',b'404'
739946847,b'\xe2\x80\x94',b'Garmin Forerunner 10',b'\xe2\x80\x94'
1512379491,b'Nike zoom vaporfly 4%\n(120.1 mi)',b'Garmin v\xc3\xadvoactive HR',b'\xe2\x80\x94'
1263187658,b'\xe2\x80\x94',b'Garmin Forerunner 235',b'767'
2749434636,b'\xe2\x80\x94',b'Garmin Forerunner 945',b'\xe2\x80\x94'
555321416,b'\xe2\x80\x94',b'GPX',b'\xe2\x80\x94'
1845323985,"b'Nike zoom vaporfly 4%\n(4,223.1 mi)'",b'\xe2\x80\x94',b'\xe2\x80\x94'
215410160,b'ASICS GEL-Nimbus 16 Blue/White/Flash Orange\n(349.2 mi)',b'Garmin Forerunner 620',b'529'
1946176510,b'Nike Vaporfly flyknit\n(64.0 mi)',b'Garmin Forerunner 235',b'638'
754048724,b'\xe2\x80\x94',b'\xe2\x80\x94',b'597'
209643773,b'ASICS Nimbus Gel\n(509.6 mi)',b'Garmin Forerunner 610',b'\xe2\x80\x94'
549547184,b'Saucony kinvara 5\n(471.6 mi)',b'Garmin Forerunner 220',b'535'
2750466197,b'\xe2\x80\x94',b'\xe2\x80\x94',b'\xe2\x80\x94'
